scorer,DeepCut_resnet50_cfos-loomingJul22shuffle1_1030000,DeepCut_resnet50_cfos-loomingJul22shuffle1_1030000,DeepCut_resnet50_cfos-loomingJul22shuffle1_1030000,DeepCut_resnet50_cfos-loomingJul22shuffle1_1030000,DeepCut_resnet50_cfos-loomingJul22shuffle1_1030000,DeepCut_resnet50_cfos-loomingJul22shuffle1_1030000,DeepCut_resnet50_cfos-loomingJul22shuffle1_1030000,DeepCut_resnet50_cfos-loomingJul22shuffle1_1030000,DeepCut_resnet50_cfos-loomingJul22shuffle1_1030000,DeepCut_resnet50_cfos-loomingJul22shuffle1_1030000,DeepCut_resnet50_cfos-loomingJul22shuffle1_1030000,DeepCut_resnet50_cfos-loomingJul22shuffle1_1030000
23,406.20834612846375,458.6557421684265,0.3065395951271057,399.4274604320526,418.78031075000763,1.0,373.1450514793396,411.39800745248795,0.0007369518280029297,418.3149061203003,439.83876967430115,0.00017690658569335938
24,347.9792177621275,390.527015209198,1.0,400.0333504676819,419.50873360037804,1.0,373.440062046051,411.25056183338165,0.0004692971706390381,345.7456545829773,389.1231657266617,0.0006031692028045654
25,347.80308632552624,389.35819816589355,1.0,400.1265285015106,418.37307691574097,1.0,373.3723421096802,411.2074884176254,0.0004671812057495117,427.8597272634506,466.04981887340546,0.09241223335266113
26,348.1002343222499,388.9071900844574,1.0,400.86596512794495,417.56288981437683,1.0,436.7981575727463,453.932253241539,0.0029459893703460693,429.99081087112427,461.1789518594742,0.5369828343391418
27,346.30849277973175,387.4255672097206,0.9999998211860657,399.8361530303955,416.12414598464966,1.0,436.7400768995285,453.30362010002136,0.7551751136779785,432.25805139541626,463.935284614563,0.9972069263458252
28,342.659574508667,381.09258115291595,1.0,398.42864894866943,414.62684869766235,0.9999998211860657,436.1811221241951,452.47402757406235,0.95267653465271,432.0904998779297,464.18999791145325,0.9997455477714539
29,340.61401903629303,379.2589635848999,1.0,395.82026928663254,410.16211891174316,0.9999994039535522,435.63849890232086,452.6648962497711,0.994772732257843,431.07593512535095,465.5848159790039,0.9999416470527649
30,338.6502972841263,375.66681241989136,1.0,392.37749576568604,408.8674693107605,0.9999998807907104,435.20891892910004,452.81612253189087,0.9989991188049316,430.94253492355347,466.4612909555435,0.9999755620956421
31,336.5316219329834,373.48215889930725,1.0,390.3413734436035,406.6484773159027,1.0,434.1967489719391,452.32264843583107,0.9989339113235474,430.3988058567047,466.21467435359955,0.9999813437461853
32,334.67169094085693,372.0485992990434,1.0,388.7637459039688,404.0083252703771,1.0,432.104124546051,451.4078232049942,0.9992930293083191,429.7052595615387,465.82706356048584,0.9999885559082031
33,333.9697233438492,372.04212341457605,0.9999998211860657,388.0645318105817,403.35093027353287,1.0,430.47980308532715,450.1995253562927,0.9995472431182861,429.02833890914917,465.12554812431335,0.9999870657920837
34,333.7328985929489,371.224174618721,1.0,387.59208795428276,403.1484264731407,1.0,430.0975253582001,450.6323217153549,0.999411940574646,428.4451436698437,465.0851786136627,0.9999876022338867
35,332.75301867723465,369.94433641433716,1.0,386.66889452934265,403.11320996284485,1.0,430.2354609966278,451.11394292116165,0.9997450113296509,429.3857604265213,465.8335671424866,0.9999908208847046
36,332.8041380047798,367.46953678131104,1.0,386.2059109210968,402.69493663311005,1.0,430.81460070610046,450.6561177968979,0.9998602271080017,430.4159803390503,466.02199816703796,0.9999946355819702
37,330.2316805124283,365.1837910413742,0.9999985694885254,384.3706576824188,401.7574191093445,1.0,428.7475808262825,448.7530674934387,0.9999821186065674,430.256952047348,464.6600515842438,0.9999954700469971
38,327.25299167633057,360.85521030426025,1.0,377.3724584579468,395.29520946741104,0.9999997019767761,427.5464556515217,445.41293251514435,0.9999990463256836,429.0170793533325,463.262734413147,0.9999980926513672
39,326.1888563632965,360.4803566932678,1.0,372.1883231550455,392.38328313827515,1.0,430.04197931289673,442.9690498113632,0.9999873638153076,426.43026781082153,462.5955195426941,0.9999974966049194
40,324.698048889637,358.8747298717499,1.0,370.6544682979584,389.57532131671906,1.0,433.7041084766388,440.5637171268463,0.9999765157699585,424.09666872024536,462.1453552246094,0.9999995231628418
41,322.46772861480713,356.573282122612,1.0,369.7643458843231,383.89577531814575,1.0,434.7729082107544,428.08293360471725,0.9999998211860657,420.7445892691612,463.3333671092987,1.0
42,317.08397352695465,354.55209016799927,1.0,367.94652128219604,381.8075956106186,1.0,432.3399078845978,421.39079105854034,0.9999997615814209,419.3957105278969,461.9506630897522,1.0
43,312.52040815353394,352.59687972068787,1.0,363.3760979771614,378.70643424987793,0.9999998807907104,428.0850053578615,420.5945601463318,1.0,420.7874144911766,461.4369353055954,1.0
44,306.6860375404358,350.37093687057495,0.9999998807907104,358.4022431373596,373.15905570983887,1.0,424.59757900238037,418.79549038410187,1.0,421.1576318740845,459.97007825411856,1.0
45,302.83068561553955,347.45374697446823,0.9999992847442627,354.05825412273407,368.13307905197144,1.0,420.98317033052444,414.08107686042786,1.0,421.9424523115158,459.99959128073533,1.0
46,299.72695901989937,346.39065074920654,0.999995231628418,350.894446849823,364.8906950354576,1.0,417.00222969055176,410.18303966522217,1.0,423.26612162590027,456.05247735977173,1.0
47,295.26563596725464,345.0014338493347,0.9999994039535522,344.6715455055237,359.85528206825256,1.0,414.6865768432617,405.63700318336487,1.0,419.17619121074677,449.1140341758728,1.0
48,292.59870141744614,344.88234853744507,0.9999995231628418,343.0108253955841,356.99244260787964,1.0,413.5337951183319,400.3528530597687,1.0,422.9553453922272,442.0816111564636,1.0
49,289.31077766418457,341.20661664009094,1.0,340.3234252631664,355.12152194976807,1.0,411.46664476394653,397.3122693300247,1.0,418.80704057216644,440.45936584472656,1.0
50,287.19733572006226,335.1474494934082,1.0,337.76640582084656,354.10647201538086,1.0,404.66024857759476,394.89928591251373,1.0,414.3579807281494,437.41697323322296,1.0
51,285.2431640625,332.85913026332855,0.9999998807907104,334.032968044281,351.39106011390686,1.0,400.8627600669861,390.0039529800415,1.0,410.8869423866272,433.77966809272766,1.0
52,284.5930332541466,327.92659068107605,1.0,333.4078025817871,348.91876554489136,1.0,401.6991412639618,385.193820476532,0.9999999403953552,412.28649988770485,431.4942846298218,1.0
53,282.3999648094177,324.86111319065094,1.0,334.0995190143585,346.7527823448181,1.0,404.74657636880875,378.95398104190826,1.0,417.5596845149994,426.3997611999512,1.0
54,281.91889905929565,321.1167666912079,1.0,334.1527671813965,344.6413531303406,1.0,408.02661991119385,376.87881660461426,1.0,424.17616271972656,419.69046688079834,1.0
55,279.81061697006226,316.08944806456566,1.0,333.08064699172974,342.5970299243927,1.0,408.46473026275635,375.35581278800964,1.0,425.35478687286377,418.8916838169098,1.0
56,278.6872808933258,312.3712487220764,1.0,331.623975276947,341.0693928003311,1.0,407.04987382888794,374.70734906196594,1.0,423.6835677623749,418.2906804084778,1.0
57,277.19463539123535,312.8945918083191,1.0,331.1400833129883,339.9072956070304,1.0,405.0392324924469,375.02137064933777,1.0,420.7330631017685,420.9773597717285,1.0
58,276.17023934423923,311.5530846118927,1.0,330.8425917625427,339.85196232795715,1.0,404.2607890367508,375.10016226768494,1.0,420.40499687194824,421.3227106332779,1.0
59,276.92331898212433,310.556560754776,1.0,330.9924955368042,340.1589693725109,1.0,405.11040699481964,375.4299738407135,1.0,421.3304179906845,421.8113639354706,1.0
60,279.4356355667114,313.50004529953003,1.0,332.2442207336426,340.8308315873146,1.0,406.65827345848083,375.9362018108368,1.0,423.8315603733063,417.6522374153137,1.0
61,284.5239081978798,320.51729559898376,1.0,334.5332498550415,342.08706617355347,1.0,408.537118434906,375.5055389404297,1.0,426.9480667114258,417.9730522632599,1.0
62,288.2424125671387,331.03406143188477,1.0,338.717692732811,343.12128162384033,1.0,409.9734058380127,375.112984418869,1.0,428.9061284661293,415.3265790939331,1.0
63,292.21201226115227,340.6213861107826,1.0,341.5330857038498,343.4290988445282,1.0,412.3206552863121,374.3875832557678,1.0,430.32337975502014,416.53089475631714,1.0
64,297.70871019363403,346.1206215620041,1.0,345.5381336212158,343.49085760116577,1.0,413.4012151956558,372.512011885643,1.0,430.28004145622253,416.37978649139404,1.0
65,303.180691242218,350.8104975223541,1.0,347.71222591400146,343.09165954589844,1.0,415.15973234176636,371.27758264541626,1.0,431.1491084098816,416.7285373210907,1.0
66,308.84453970193863,355.9064742848277,1.0,349.8084418773651,341.79791736602783,1.0,416.31213569641113,370.57493555545807,1.0,432.1314299106598,416.51776361465454,1.0
67,313.3890256881714,364.00409756647423,0.9999999403953552,350.3814101219177,339.81959772109985,1.0,416.6366057395935,369.62341928482056,1.0,432.1936206817627,416.30899715423584,1.0
68,319.7929985523224,370.2051270008087,1.0,350.87119364738464,338.5304822921753,1.0,417.01767015457153,369.05691623687744,1.0,432.38998532295227,415.8241593837738,1.0
69,322.39587104320526,374.913711309433,1.0,351.4660122394562,337.75421714782715,1.0,416.28880286216736,367.88947772979736,1.0,432.5272753238678,415.5405442714691,1.0
70,323.79303699731827,376.4179091453552,1.0,353.3797821998596,337.92174100875854,1.0,416.71464109420776,367.6793599128723,1.0,432.50560688972473,415.35597825050354,1.0
71,322.061487197876,376.41250705718994,1.0,354.06293749809265,338.1780424118042,1.0,416.7149419784546,366.4016783237457,1.0,432.73601174354553,414.90898394584656,1.0
72,321.0624809265137,376.30698442459106,1.0,354.1916296482086,338.0861563682556,1.0,417.7642254829407,365.2864103317261,1.0,434.3249514102936,411.3996286392212,1.0
73,319.3825030326843,376.3916974067688,1.0,354.4011939764023,337.51041316986084,1.0,420.5723516345024,362.9801115989685,1.0,436.75421553850174,406.8329541683197,1.0
74,318.92066860198975,376.18468499183655,0.9999999403953552,353.76150941848755,337.5730867385864,1.0,421.441083073616,358.6990420818329,1.0,439.7754068374634,400.5737600326538,1.0
75,319.6435031890869,378.5877568721771,1.0,353.3108911514282,337.69856214523315,1.0,422.3956003189087,356.4412972033024,1.0,442.4986906051636,398.5899307727814,1.0
76,316.16593985259533,378.9608459472656,1.0,353.0435218811035,338.90937185287476,1.0,423.5889675617218,354.5134559869766,1.0,444.31789818406105,394.1520609855652,1.0
77,314.0694673061371,378.9702591896057,1.0,352.46035742759705,339.64680528640747,1.0,424.5326557159424,351.50542426109314,0.9999998807907104,447.8823366165161,390.33355832099915,1.0
78,313.5511088371277,374.60991883277893,1.0,352.5128011703491,339.7588634490967,1.0,425.2536611557007,348.7890839576721,0.9999997615814209,449.655800819397,386.2015986442566,1.0
79,315.72362235188484,372.07951014488935,1.0,352.8598802089691,339.48578357696533,1.0,425.0509715080261,347.2796621322632,0.9999996423721313,449.81571912765503,386.2400150299072,1.0
80,320.81047010421753,372.9943155646324,1.0,353.38037061691284,338.531466960907,1.0,426.10403871536255,347.0282316803932,0.9999991059303284,449.7584364414215,386.11763429641724,1.0
81,323.18354815244675,374.4106864929199,1.0,353.6286885738373,337.2056818008423,1.0,425.74637937545776,345.42308807373047,0.9999992251396179,449.11186933517456,383.82056999206543,1.0
82,325.3142868280411,374.32691621780396,1.0,354.37421321868896,336.3539123535156,1.0,425.8766026496887,341.65076303482056,0.9999998807907104,450.2201727628708,380.1146659851074,1.0
83,325.7343508005142,375.2608926296234,1.0,354.78679502010345,336.24873065948486,1.0,425.4963130950928,340.6628019809723,0.9999999403953552,450.34610164165497,378.8186721801758,1.0
84,326.02922081947327,376.00804567337036,1.0,355.43924564123154,335.8347907066345,1.0,425.8544964790344,340.35306599736214,1.0,450.39348447322845,378.5979309082031,1.0
85,325.1466317176819,375.7414209842682,1.0,355.7710235118866,336.14154958724976,1.0,425.76502895355225,340.1536568850279,0.9999999403953552,450.4270763397217,378.81858110427856,1.0
86,324.5124370455742,376.79988718032837,1.0,355.77228558063507,336.1711254119873,1.0,425.5078272819519,339.6772595345974,0.9999998807907104,450.2937535047531,378.61002826690674,1.0
87,323.8147952258587,375.2082121372223,1.0,355.75385297834873,335.9817428588867,1.0,425.7928137779236,339.48289012908936,1.0,450.3696687221527,378.2780771255493,1.0
88,323.69359117746353,372.89376842975616,1.0,355.75164407491684,334.7854104042053,1.0,425.9749827384949,339.4508493542671,0.9999998807907104,450.44991278648376,378.00563859939575,1.0
89,324.54569309949875,372.2625186443329,1.0,355.7048733830452,333.07216930389404,1.0,425.36939811706543,339.1671618819237,0.9999998807907104,450.46343314647675,378.184907913208,1.0
90,324.8288607597351,372.8135526776314,1.0,355.4318925142288,331.3334364891052,1.0,424.0989851951599,338.7813925743103,1.0,450.57536375522614,377.93988370895386,1.0
91,324.1698874235153,373.7921938896179,1.0,356.19615273177624,330.1676559448242,1.0,423.1286025047302,337.9716691970825,1.0,450.5905101299286,377.7309904098511,1.0
92,323.6176280081272,374.1867661476135,1.0,356.2978588938713,330.5584144592285,1.0,421.68576753139496,338.36553287506104,1.0,450.4957368373871,377.8879165649414,1.0
93,322.86354064941406,373.5828844308853,1.0,356.73023384809494,330.6011347770691,1.0,422.5301704406738,337.91466546058655,1.0,450.4654929637909,377.74502420425415,1.0
94,322.16350173950195,373.6439619064331,1.0,355.9720275271684,331.36105012893677,1.0,421.9786024093628,337.99470829963684,1.0,450.59753477573395,377.5567150115967,1.0
95,321.31446266174316,373.48021614551544,1.0,357.0263271331787,330.36004066467285,1.0,422.69659972190857,338.52322912216187,1.0,450.5586861371994,377.448007106781,1.0
96,321.217481136322,373.8492274284363,1.0,355.83225005865097,330.84370517730713,1.0,422.5143358707428,338.66971147060394,1.0,450.6486556529999,377.502667427063,1.0
97,321.4346523284912,372.25648760795593,1.0,357.36021411418915,329.9350914955139,1.0,422.77050709724426,338.7564785480499,0.9999998807907104,450.4849097728729,377.59353971481323,1.0
98,322.4479446411133,374.6193916797638,1.0,355.8108476549387,330.61650037765503,1.0,422.5894818305969,338.46761786937714,1.0,450.49022257328033,377.3085994720459,1.0
99,322.5652508735657,374.61619758605957,1.0,356.601842045784,330.54074144363403,1.0,422.88122630119324,338.67934358119965,0.9999999403953552,450.5415759086609,377.3634252548218,1.0
100,323.2755727171898,374.9095230102539,1.0,355.8042031377554,331.07049894332886,1.0,422.8928008079529,338.85122442245483,1.0,450.5432356595993,377.08539628982544,1.0
101,323.7135290801525,374.51953983306885,1.0,356.4144949913025,330.3314480781555,1.0,423.12165117263794,338.8952867984772,1.0,450.5149179697037,376.98721504211426,1.0
102,326.2933371067047,374.2904257774353,1.0,355.5721541941166,330.4417881965637,1.0,423.4814853668213,339.26494884490967,1.0,450.8153465986252,376.9159836769104,1.0
103,332.56082689762115,375.0497057437897,1.0,356.6819702386856,329.4657955169678,1.0,423.6470069885254,339.21097761392593,1.0,450.8748109340668,376.8945565223694,1.0
104,339.46994334459305,376.9377369880676,1.0,357.59709918498993,329.13125562667847,1.0,423.18940687179565,338.9564471244812,1.0,451.05718582868576,376.6077537536621,1.0
105,341.2313770055771,379.37941884994507,1.0,357.88565587997437,330.9871006011963,1.0,423.9293842315674,339.2329193353653,1.0,451.1143869161606,376.462278842926,1.0
106,342.5252215862274,382.0088927745819,1.0,357.5456614494324,333.043007850647,1.0,425.3536367416382,339.43040496110916,1.0,451.17232859134674,376.50553607940674,1.0
107,345.6800603866577,386.12233710289,1.0,357.4634338617325,334.55637550354004,1.0,425.9594006538391,339.71650514006615,0.9999998807907104,451.04501980543137,376.81248474121094,1.0
108,345.84031915664673,387.5041121840477,1.0,356.9750161767006,335.8804659843445,1.0,428.26425209641457,339.91776659339666,0.9999998807907104,451.09860622882843,377.03741788864136,1.0
109,345.5987243652344,388.2444804906845,1.0,357.51401674747467,336.59847497940063,1.0,428.5466307401657,340.12659345567226,0.9999998211860657,451.1572333574295,376.5831232070923,1.0
110,346.06267833709717,389.02021861076355,1.0,358.11866998672485,337.6340947151184,1.0,428.6186765432358,340.2368116527796,0.9999998211860657,451.24438935518265,376.2496557235718,1.0
111,347.39742118120193,390.8377914428711,0.9999992251396179,358.2885401248932,337.9619507789612,1.0,428.80337154865265,340.498768389225,0.9999997615814209,451.21990752220154,376.3617596626282,1.0
112,349.38182401657104,391.8344917297363,0.999927818775177,357.9406707286835,339.4014139175415,1.0,428.90824246406555,339.99870930903126,0.9999997615814209,451.4757462143898,375.969211101532,1.0
113,354.4048389196396,394.63215267658234,0.9556831121444702,358.1145865917206,342.2777919769287,1.0,428.89089810848236,338.51543140411377,0.9999992847442627,451.49984526634216,374.61025381088257,1.0
114,356.52870839834213,396.7132260799408,0.0062409937381744385,357.6965219974518,346.5890564918518,1.0,428.66358852386475,336.37650871276855,0.9999935626983643,451.6098017990589,372.65859162807465,1.0
115,362.5020867586136,402.5364068746567,0.0006662607192993164,356.6185747385025,350.84326553344727,1.0,425.1918978691101,333.0910314321518,0.9999895095825195,451.51600310206413,369.5646929740906,1.0
116,364.2862848341465,403.4587411284447,0.00252416729927063,356.2192411571741,356.738407433033,1.0,427.0570723414421,331.6830740869045,0.9999900460243225,451.40879797935486,365.0673758983612,1.0
117,344.85768365859985,345.9956331253052,0.0011479556560516357,355.7669100910425,361.75723218917847,1.0,409.58030796051025,324.04745280742645,0.9998893141746521,450.66786646842957,359.2521233558655,1.0
118,344.94785833358765,346.3842008113861,0.0008890330791473389,355.5018407702446,363.16588592529297,1.0,399.1524953842163,318.6697607040405,0.9999999403953552,448.67670369148254,349.4137953519821,1.0
119,346.4871859550476,345.3307750225067,0.000398486852645874,354.9001977443695,367.82923674583435,1.0,395.5997095108032,317.28286242485046,1.0,446.5056676864624,341.0608160495758,0.9999998211860657
120,368.2968907356262,382.40086674690247,0.00037035346031188965,354.8455140590668,373.35557997226715,1.0,394.0434150695801,316.6701892018318,1.0,443.60277965664864,335.5815839767456,0.9999997019767761
121,446.46587562561035,331.6583926975727,0.00044915080070495605,356.0453888736665,374.75463128089905,1.0,393.2016496658325,316.56914204359055,1.0,440.072217464447,329.6955757141113,0.9999998807907104
122,446.536217212677,330.39897191524506,0.000646442174911499,356.98918306827545,375.7248499393463,1.0,394.0719904899597,317.8428955078125,1.0,439.8056900501251,328.5626645088196,0.9999999403953552
123,445.72437286376953,331.4527024626732,0.0006267428398132324,356.882486641407,377.1238079071045,1.0,392.2310223579407,320.589262008667,1.0,438.8534460067749,329.8457541465759,1.0
124,368.396062374115,380.2889152467251,0.00028079748153686523,355.54762253165245,377.9526982307434,1.0,391.51183915138245,321.9967291355133,1.0,436.625489115715,330.34101486206055,1.0
125,345.7201466560364,380.5579382777214,0.00043570995330810547,356.0033857515082,380.21147921681404,1.0,388.8998609185219,323.1945654153824,0.9999998807907104,432.1222143173218,327.0399634838104,1.0
126,346.1088659763336,380.1624857634306,0.0006031692028045654,357.53009045124054,383.40317583084106,0.9999998807907104,376.20439100265503,328.96499705314636,1.0,430.19198417663574,323.06683897972107,1.0
127,345.5380139350891,379.3800742030144,0.0011344552040100098,356.13350170850754,386.2369488477707,0.9999997615814209,371.97938188910484,332.61667090654373,1.0,425.3803505897522,319.7513949871063,1.0
128,342.2931754589081,371.652808368206,0.001979827880859375,355.3641815185547,389.88825249671936,0.9972535371780396,370.2054830789566,334.9840168952942,1.0,421.75946819782257,320.93297386169434,1.0
129,342.22917556762695,372.46015202999115,0.11473962664604187,356.02717426791787,390.8994481563568,0.030468285083770752,368.6735849380493,341.2240889072418,1.0,420.2901840507984,320.9076180458069,1.0
130,345.13623094558716,376.62244176864624,0.05496785044670105,364.37264347076416,366.2719588279724,0.00030359625816345215,369.8661217689514,344.9782314300537,1.0,420.76930063962936,322.12025451660156,1.0
131,353.9944043159485,386.4417474269867,0.07295531034469604,362.7317600250244,366.6432957649231,0.0006850957870483398,372.75956296920776,350.59807538986206,1.0,420.7298329472542,322.8271732330322,1.0
132,353.0336742401123,388.33802914619446,0.01525801420211792,363.0274784564972,365.8502311706543,0.00024110078811645508,375.6164927482605,360.30722427368164,1.0,420.7008706331253,327.8218104839325,1.0
133,355.2661963105202,388.95257437229156,0.0003358125686645508,384.1358208656311,382.0740306377411,0.0001933574676513672,374.8760631084442,367.01371121406555,1.0,426.70622181892395,331.86514234542847,1.0
134,424.8463702201843,329.71868228912354,0.00044164061546325684,361.3263027667999,382.76300144195557,0.00020125508308410645,374.45218563079834,370.8204264640808,1.0,423.4856297969818,332.6003258228302,1.0
135,423.4555358886719,330.3989667892456,0.0007207095623016357,362.687867641449,382.0142683982849,0.00014895200729370117,372.72884780168533,374.38167333602905,1.0,421.6521339416504,333.4295115470886,1.0
136,422.3975782394409,333.43857181072235,0.00248032808303833,387.5186219215393,382.3563416004181,0.00019273161888122559,371.1738483309746,377.1342387199402,1.0,417.6718509197235,334.5661027431488,1.0
137,420.0492420196533,335.1681983470917,0.005168735980987549,387.0254821777344,381.60196006298065,0.0002925395965576172,370.18632662296295,380.0099437534809,1.0,415.3935613632202,335.99028730392456,1.0
138,418.60837745666504,336.0883092880249,0.006721913814544678,386.88987970352173,381.3805912733078,0.0003190040588378906,369.54351806640625,380.7959983944893,1.0,414.2826819419861,336.8498091697693,1.0
139,416.03886818885803,335.89010214805603,0.00388944149017334,387.16552782058716,381.6308161020279,0.0003859102725982666,369.2212481498718,379.2992959022522,1.0,412.8195508122444,336.7622141838074,1.0
140,414.3983998298645,336.2422637939453,0.006678342819213867,387.25528955459595,381.8636476993561,0.00044286251068115234,368.1683773994446,378.24712896347046,1.0,410.2832016944885,336.3952488899231,1.0
141,413.6609444618225,335.53120017051697,0.015639513731002808,387.33789110183716,381.70591402053833,0.0004233121871948242,367.9196014404297,377.4448347091675,1.0,408.7211046218872,335.7320382595062,1.0
142,414.301607131958,335.133504152298,0.011731982231140137,387.1054735183716,381.7045257091522,0.00043714046478271484,367.83266139030457,377.7663812637329,1.0,409.4373903274536,335.47132635116577,1.0
143,414.33122968673706,335.65374636650085,0.010128259658813477,386.87987184524536,381.66822147369385,0.00047788023948669434,367.45310258865356,377.5037612915039,1.0,409.8188171386719,335.8897190093994,1.0
144,413.99384689331055,336.0980043411255,0.010539144277572632,386.8765678405762,381.34429931640625,0.0005928277969360352,367.23774671554565,377.442862033844,1.0,409.29639291763306,336.5331563949585,1.0
145,414.60815382003784,335.3720586299896,0.009053438901901245,386.8470392227173,381.2804330587387,0.0005377233028411865,367.5316550731659,376.52306032180786,1.0,409.86503744125366,335.7871844768524,1.0
146,415.1907711029053,335.316162109375,0.0043554604053497314,387.1311116218567,381.5328024625778,0.0004455149173736572,368.0565037727356,376.23630952835083,1.0,410.63936948776245,335.72749948501587,1.0
