scorer,DeepCut_resnet50_nirvanaJul18shuffle1_150000,DeepCut_resnet50_nirvanaJul18shuffle1_150000,DeepCut_resnet50_nirvanaJul18shuffle1_150000,DeepCut_resnet50_nirvanaJul18shuffle1_150000,DeepCut_resnet50_nirvanaJul18shuffle1_150000,DeepCut_resnet50_nirvanaJul18shuffle1_150000,DeepCut_resnet50_nirvanaJul18shuffle1_150000,DeepCut_resnet50_nirvanaJul18shuffle1_150000,DeepCut_resnet50_nirvanaJul18shuffle1_150000,DeepCut_resnet50_nirvanaJul18shuffle1_150000,DeepCut_resnet50_nirvanaJul18shuffle1_150000,DeepCut_resnet50_nirvanaJul18shuffle1_150000,DeepCut_resnet50_nirvanaJul18shuffle1_150000,DeepCut_resnet50_nirvanaJul18shuffle1_150000,DeepCut_resnet50_nirvanaJul18shuffle1_150000
bodyparts,nose,nose,nose,L-ear,L-ear,L-ear,R-ear,R-ear,R-ear,tail base,tail base,tail base,tail tip,tail tip,tail tip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
22,488.7303638458252,430.3573513031006,0.9998544454574585,405.87451326847076,452.31952568888664,0.9999915361404419,408.8658218383789,390.7815799713135,0.9948135614395142,323.02595245838165,383.08192586898804,0.6579383611679077,323.0233701467514,381.87106132507324,0.3515913486480713
23,486.49188899993896,433.0204544067383,0.9998589754104614,402.07970058918,454.16173219680786,0.9999925494194031,354.11740481853485,533.5211930274963,0.9832289814949036,353.82077288627625,532.2472047656775,0.6170858144760132,275.0604269504547,672.0830273628235,0.7470057010650635
24,486.1794111728668,430.913170337677,0.999924898147583,400.59622406959534,455.1948170661926,0.9999966621398926,354.67422676086426,532.726574420929,0.9520020484924316,484.94433975219727,435.1244109272957,0.5014606714248657,297.6777594089508,698.1639127731323,0.17023703455924988
25,484.06858099997044,433.0978264808655,0.9999683499336243,400.2282021045685,457.22280979156494,0.9999932050704956,355.55572122335434,531.0859420895576,0.9510419368743896,483.1626173257828,435.66942381858826,0.7403794527053833,276.2148073911667,643.4476083517075,0.09079554677009583
26,486.1124038696289,432.07448506355286,0.9999421238899231,401.489235162735,396.64809387922287,0.9999933242797852,353.8736963272095,531.6947179436684,0.8628346920013428,353.23395586013794,533.0833270549774,0.7497804760932922,322.9198417663574,381.41803562641144,0.02582654356956482
27,485.0575444698334,432.00540804862976,0.9998267889022827,401.43489360809326,457.26501965522766,0.9999969005584717,355.27809739112854,530.9995725154877,0.6161843538284302,484.1027012318373,431.7482659816742,0.8054033517837524,714.9756152629852,695.181492805481,0.9250588417053223
28,489.31486892700195,433.9782853126526,0.9999886155128479,410.8695487976074,457.0667803287506,0.9998394846916199,414.2162959575653,398.0459554195404,0.9603557586669922,357.51023983955383,534.1139705181122,0.24838238954544067,299.6425473690033,688.4106709957123,0.625277578830719
29,502.4683072566986,435.6735063791275,0.9741677045822144,421.32530784606934,453.80869007110596,0.9995602369308472,426.25069880485535,399.89672565460205,0.8189685344696045,501.63775074481964,436.1146022453904,0.9980745315551758,298.010515332222,684.0270857233554,0.053108006715774536
30,509.6156234741211,436.21389235556126,0.9999791979789734,439.79428267478943,400.50579810142517,0.9981904029846191,435.48083859682083,456.4593229293823,0.9944967031478882,510.64426016807556,437.13654148578644,0.4929053783416748,683.5386055707932,823.1357908248901,0.05884638428688049
31,511.77097511291504,442.3446969985962,0.999990701675415,447.47800970077515,402.6380248069763,0.9998299479484558,440.83760952949524,460.0289595555514,0.9994666576385498,356.25302851200104,531.3188230991364,0.08006170392036438,289.6290092468262,678.7350471019745,0.7918573617935181
32,519.5840463638306,448.9564583301544,0.9999910593032837,454.40611577033997,406.84885120391846,0.9999774694442749,449.79623675346375,467.74275240302086,0.9986802339553833,354.4047783613205,533.4965084791183,0.4479140639305115,303.61394357681274,701.3620414733887,0.06074067950248718
33,528.1859862804413,452.30847147107124,0.9999996423721313,465.89419507980347,413.92607498168945,0.9976406693458557,453.70449793338776,470.6064703464508,0.9989099502563477,361.74855160713196,536.8874580860138,0.5627068281173706,262.7346498966217,514.9633923768997,0.012749552726745605
34,536.1939563751221,458.13614439964294,0.9999212026596069,472.70591259002686,413.3964648246765,0.9974546432495117,465.2552025318146,470.71499609947205,0.9975989460945129,363.6329902410507,536.6315248012543,0.0769757330417633,323.7634043842554,732.0174601692706,0.2607436776161194
35,547.515120446682,460.50311279296875,0.9999938607215881,484.8134540915489,416.2518811225891,0.9999467730522156,471.1590783596039,476.7354488372803,0.804328441619873,356.5213045477867,534.6771559715271,0.13048866391181946,305.07642912864685,691.2093122005463,0.994103193283081
36,557.6544618606567,460.75184893608093,0.9999423027038574,493.74692237377167,417.91262125968933,0.9998615980148315,483.89960918575525,478.9408292770386,0.9728037118911743,343.94816160202026,532.2390933334827,0.500921368598938,339.38223350048065,380.03058528900146,0.09175971150398254
37,573.5654047727585,451.90745885670185,0.9999775886535645,504.00484800338745,418.0874409675598,0.9999561309814453,498.07925260066986,473.18505334854126,0.9983142614364624,356.75808441638947,529.7829360961914,0.18508630990982056,301.57310914993286,682.831990480423,0.7023476362228394
38,579.3797503709793,446.74187660217285,0.999840259552002,514.4861925840378,414.9195728302002,0.9995807409286499,510.56613636016846,471.1892354488373,0.9764474630355835,580.1335223168135,448.4004752635956,0.8687074184417725,301.8876705169678,669.3819737434387,0.8619539141654968
39,291.7136301994324,488.553382396698,0.9999364018440247,519.0829858779907,413.2248148918152,0.9999493360519409,516.5064944624901,467.66330805420876,0.9984425902366638,588.0142190605402,438.4119288921356,0.9948023557662964,302.1855444908142,667.4028025865555,0.20642662048339844
40,294.7640242576599,486.71781063079834,0.9999666213989258,526.2443237304688,407.603360414505,0.9988705515861511,528.1451692581177,467.20671343803406,0.9631956219673157,591.437445640564,436.59276819229126,0.9219287633895874,305.5286297798157,669.4535964727402,0.1651153862476349
41,597.0467698574066,442.5257717370987,0.9998365640640259,530.2942740917206,414.3943054676056,0.999233603477478,529.7599308490753,470.8616907596588,0.9819084405899048,596.6121325492859,439.8840777873993,0.6839702725410461,319.644793510437,402.79327845573425,0.8534955978393555
42,609.0132467746735,446.4396176338196,0.9967166185379028,535.2672915458679,417.3699758052826,0.9999873638153076,534.8470113277435,474.16123843193054,0.971511960029602,310.1496443748474,493.57414293289185,0.9445321559906006,322.0034347772598,404.6275067329407,0.9937061667442322
43,616.111355304718,450.6910398006439,0.9998478889465332,538.1946058273315,418.04406559467316,0.9992361068725586,544.1271677017212,475.571622133255,0.9999303817749023,615.8368332386017,451.9605224169791,0.47270262241363525,324.10396809875965,404.6881425976753,0.986426830291748
44,622.313871383667,449.94912028312683,0.9998712539672852,537.5768532752991,416.19262886047363,0.9949678778648376,547.9218798726797,475.7504285275936,0.9978459477424622,324.5423393249512,485.6568441390991,0.8790258169174194,323.48066008090973,407.1818177700043,0.9143458604812622
45,630.4421887397766,452.04094045981765,0.9998705387115479,535.0517404079437,420.16420063376427,0.9987241625785828,548.3851726055145,476.471056252718,0.9999719858169556,326.07878255844116,490.2704122066498,0.9689785242080688,303.8048667907715,666.7121015787125,0.9865022897720337
46,632.5823369026184,451.8750213459134,0.9990367889404297,532.8183839321136,417.5521399974823,0.9995485544204712,550.9664621353149,478.52431774139404,0.9992586970329285,329.7166516780853,488.57669043540955,0.8770899772644043,321.15367221832275,409.49135971069336,0.9867721796035767
47,637.3815631866455,453.8928532600403,0.9995713233947754,534.68306016922,417.9133484363556,0.9988967180252075,552.1140446662903,479.09107732772827,0.9811962842941284,330.1967798471451,485.4993712902069,0.932402491569519,322.00000381469727,411.79900884628296,0.21656784415245056
48,641.3071348667145,462.61292839050293,0.9989420175552368,339.894697830081,434.70511162281036,0.9999488592147827,551.7457005977631,482.3747831583023,0.9977855086326599,336.3612217903137,482.2775675058365,0.9918970465660095,322.0869960784912,410.38885498046875,0.5526818633079529
49,638.3465061187744,462.6942231655121,0.9922342300415039,532.6937912106514,416.58642053604126,0.9996786117553711,553.1542000770569,485.02942991256714,0.9841464757919312,335.9998254776001,483.5510164797306,0.9982514381408691,318.8440260887146,410.12734365463257,0.9805248975753784
50,635.480632185936,461.0679420232773,0.9963176250457764,339.5530851483345,434.1289207935333,0.9994228482246399,552.8100490570068,484.55574482679367,0.9914783239364624,337.38271617889404,485.1139199733734,0.9968194961547852,322.1087884902954,407.1799519062042,0.8781824111938477
51,633.366583108902,460.6472403407097,0.9981990456581116,546.330684542656,480.3432683944702,0.9957714080810547,549.6337196826935,484.9185971021652,0.9959385395050049,337.7530047893524,485.7588622570038,0.9974623918533325,307.7668042629957,690.4484181404114,0.9118010997772217
52,630.2857024669647,459.2653020620346,0.9992749691009521,547.6933470964432,422.1915807723999,0.9986121654510498,549.455560207367,484.1162878423929,0.9904866218566895,335.91326093673706,487.5507769584656,0.9889627695083618,320.48655700683594,699.8905351012945,0.9972584843635559
53,622.4460535049438,460.20161290466785,0.9998151659965515,560.0815393924713,424.818480014801,0.9995023608207703,548.61887550354,484.90959137678146,0.9999374151229858,336.3186116218567,487.7993121147156,0.9975646138191223,319.42921018600464,409.90289068222046,0.9920686483383179
54,616.523401260376,467.71191972494125,0.999991774559021,564.1810252815485,427.2983669042587,0.9973076581954956,547.0483322739601,486.0970721244812,0.9999821782112122,336.91404271125793,484.7073512673378,0.9600387811660767,320.769736289978,408.1388144493103,0.9551411867141724
55,615.3705122470856,479.8760552406311,0.9999979138374329,528.3059213161469,416.26966881752014,0.9998750686645508,547.3962842226028,489.0404763221741,0.999988853931427,338.25330197811127,482.52963411808014,0.9869545698165894,318.03271746635437,409.040256023407,0.9604490995407104
56,616.1678984165192,486.8383297920227,0.9999594688415527,528.0965909957886,416.00354862213135,0.9999797344207764,554.7291485071182,495.4497013092041,0.9996578097343445,343.23662090301514,420.21669732034206,0.37619340419769287,319.40718364715576,409.48670291900635,0.9526962041854858
57,621.6105576753616,495.8769164085388,0.9999680519104004,528.3373246192932,415.35954761505127,0.9999233484268188,559.0040817260742,500.10191095620394,0.9999339580535889,342.04062724113464,468.24635422229767,0.9991787672042847,307.34177523851395,676.6434277892113,0.9998798966407776
58,624.8406028747559,498.96778678894043,0.9999960660934448,529.321941614151,413.4901432991028,0.9992778301239014,560.9754478931427,505.66161012649536,0.9999744892120361,348.2802610397339,453.7329069375992,0.9999911785125732,685.8223532438278,820.8818784356117,0.666787326335907
59,622.9795560836792,502.7851095199585,0.9999878406524658,530.5268743038177,412.9574542045593,0.9993770122528076,556.5023174285889,509.5857776403427,0.9996964335441589,350.3754072189331,438.0531861782074,0.9999964237213135,685.7954369783401,820.342159807682,0.9769208431243896
60,620.5241157412529,502.0717396736145,0.9999634027481079,531.2705357074738,417.2247714996338,0.9999815225601196,582.3100531101227,454.87775349617004,0.9985769987106323,353.7509801387787,433.08193135261536,0.9999997019767761,1276.4100632369518,85.10214602947235,0.01852130889892578
61,618.6354439258575,503.1304476261139,0.9999164938926697,529.4572467803955,416.53462386131287,0.9998376369476318,578.7684233188629,453.51217901706696,0.9933550357818604,353.5045413970947,434.1703108549118,0.999999463558197,276.6642958521843,576.0171256065369,0.02284380793571472
62,618.6432634592056,512.2908930778503,0.9992130994796753,530.0812857151031,416.6519412994385,0.9999832510948181,576.3789882659912,452.6839522719383,0.9985156059265137,352.8847246170044,435.41153198480606,0.9999992251396179,1277.7639005184174,84.83006072044373,0.008212924003601074
63,616.4156064987183,512.1281085014343,0.999784529209137,529.496701002121,416.16484665870667,0.9999580383300781,576.3983521461487,452.82313764095306,0.9989943504333496,351.95680570602417,435.93937462195754,0.9999969005584717,340.2316379547119,435.4349322319031,0.007263362407684326
64,615.7015991210938,507.6382279396057,0.9996330738067627,531.2901629805565,415.7838296890259,0.9996548891067505,575.5539793968201,453.277713060379,0.9968751668930054,352.03631687164307,437.0872424840927,0.9999961853027344,976.3347573280334,219.17931532859802,0.15977159142494202
65,615.3485050201416,507.1129118204117,0.9992090463638306,529.7819418907166,415.9729895591736,0.9999704360961914,574.5583567619324,453.33848309516907,0.9981160163879395,351.9246382713318,437.171200633049,0.9999915361404419,286.3853588104248,562.6517989635468,0.08665123581886292
66,615.8980369567871,501.84881842136383,0.999930739402771,529.969215631485,417.0818557739258,0.9999785423278809,574.8716640472412,453.4398317337036,0.9989182353019714,352.00940227508545,437.65558874607086,0.9999954104423523,345.65586853027344,436.80938720703125,0.024487972259521484
67,615.2541892528534,502.3995506763458,0.9998915791511536,530.8089408874512,416.16097474098206,0.9998117685317993,573.8529853820801,452.85316026210785,0.9996205568313599,351.768301486969,437.0572475194931,0.9999943971633911,282.65144062042236,559.6845679283142,0.3344869017601013
68,614.8016769886017,507.0326746702194,0.999687671661377,530.9983062744141,419.09956109523773,0.9999120831489563,573.993212223053,453.0903398990631,0.9997967481613159,352.0401713848114,437.4562054872513,0.9999959468841553,718.0428524017334,330.81185376644135,0.05974826216697693
69,615.3635091781616,502.512060880661,0.999674916267395,531.6599515974522,416.50825214385986,0.9932816028594971,574.3838505744934,453.46523344516754,0.999164342880249,351.77059030532837,436.7708321213722,0.9999769926071167,302.96520614624023,626.6153457164764,0.6685185432434082
70,615.7148704528809,502.66493678092957,0.9998914003372192,531.6920964717865,418.1440154314041,0.9996916055679321,572.8509976267815,453.37681913375854,0.9998440146446228,352.1120710372925,436.9790711402893,0.9999886751174927,301.5631431341171,624.0292689800262,0.9993325471878052
71,615.2732419967651,502.86613297462463,0.9999576807022095,531.4041852355003,416.36655044555664,0.9999383091926575,573.7555346488953,452.1083254888654,0.9992454051971436,351.92481231689453,437.3029693365097,0.9999897480010986,338.7589702606201,438.48061656951904,0.04052874445915222
72,614.5350744724274,507.38666021823883,0.9996745586395264,531.8288425654173,418.8916200399399,0.9999865889549255,574.4513463973999,451.9980864651734,0.9998708963394165,352.74908661842346,436.78428733348846,0.9999984502792358,350.92093801498413,434.8844385147095,0.008795946836471558
73,614.4257636070251,500.7677375674248,0.9999729990959167,531.4816782474518,417.27637243270874,0.9999970197677612,573.9571533203125,451.09851747751236,0.9997620582580566,353.42911553382874,436.65453737974167,0.9999992847442627,302.43963098526,623.2537839412689,0.9976551532745361
74,614.7629008293152,502.6045277118683,0.9998636245727539,530.0056558847427,416.7442157268524,0.9977098703384399,574.178729057312,451.8424292951822,0.9985607862472534,353.3710572719574,437.23116278648376,0.9999985694885254,346.48851442337036,436.08848667144775,0.00911131501197815
75,614.1780984401703,501.76317739486694,0.9999790787696838,530.60393846035,417.041775226593,0.9997133016586304,574.2950096130371,452.66880971193314,0.9912821054458618,352.42768597602844,436.6561021208763,0.999998927116394,1064.5452790260315,773.3896049261093,0.14445599913597107
76,614.9470467567444,506.72200298309326,0.9993267059326172,528.9592213630676,417.194459438324,0.9993425607681274,573.867458820343,452.020237935707,0.9997249841690063,353.36667704582214,436.1061802506447,0.9999994039535522,1075.2040882706642,344.6760354042053,0.9645063877105713
77,613.9868651628494,506.6214898824692,0.9998594522476196,530.1172757148743,417.0221221446991,0.9999697208404541,542.1746649742126,505.9214153289795,0.9989192485809326,352.43936824798584,436.6716035604477,0.9999973773956299,288.473445892334,554.3763488531113,0.01147472858428955
78,614.9527821540833,506.3815416097641,0.9998875260353088,532.0185037069023,418.0335228443146,0.9992648363113403,572.7368940711021,452.7568773031235,0.997015655040741,352.70228362083435,435.9862368693575,0.9999987483024597,289.3830215930939,561.2659842967987,0.11148852109909058
79,614.9010729789734,506.8825888633728,0.9999269247055054,531.6001652181149,417.93118119239807,0.9999781847000122,574.5116066932678,452.0359153114259,0.9982833862304688,352.6748366355896,436.50511026382446,0.9999986886978149,347.2723650932312,434.8225374221802,0.0083751380443573
80,615.387154340744,507.1638379096985,0.9998584985733032,531.096574485302,416.61337780952454,0.9992426633834839,574.0809388160706,451.76380939781666,0.9983542561531067,353.02161383628845,437.17852318286896,0.9999980330467224,346.31263494491577,436.43033504486084,0.01778233051300049
81,614.8737034797668,507.9745816234499,0.9998273253440857,531.5384150445461,418.15863251686096,0.9998656511306763,572.7927676439285,453.17617559432983,0.9989737272262573,350.9126682281494,437.37609684467316,0.9999933242797852,344.7274327278137,436.0136604309082,0.02867257595062256
82,615.0804436206818,503.00038170814514,0.9998824596405029,529.9520175457001,418.2819617986679,0.9999377727508545,572.8898426294327,453.0494861602783,0.9961493015289307,352.33359932899475,436.4417347609997,0.9999978542327881,346.2455792427063,435.0846195220947,0.017660021781921387
83,614.8008847236633,502.95088362693787,0.9997636079788208,528.1160652637482,418.03272664546967,0.9996656775474548,572.8845518827438,452.9695258140564,0.9993034601211548,351.4170665740967,436.7586621642113,0.9999951720237732,286.91404581069946,559.4196531772614,0.0755971372127533
84,614.7613656520844,502.2470910549164,0.9999146461486816,529.8891339302063,417.60782289505005,0.9992831945419312,572.0533693172038,452.9087964296341,0.9987513422966003,352.12208914756775,436.9876081943512,0.9999964833259583,301.55807399749756,618.6266632080078,0.9678055644035339
85,614.4111180305481,503.41012048721313,0.9999164342880249,530.1180467605591,417.1950297355652,0.9998974204063416,572.6627044081688,453.92843449115753,0.9990415573120117,351.02054262161255,437.27691519260406,0.9999892711639404,684.262131601572,824.5143284797668,0.9808764457702637
86,614.2054533958435,507.6727430820465,0.999814510345459,529.3288645744324,416.8946924209595,0.9999470114707947,571.737115085125,452.34694170951843,0.9983792304992676,351.451678276062,437.98598301410675,0.9999885559082031,289.2759840488434,552.4726152420044,0.02992081642150879
87,613.9910860061646,502.37015295028687,0.9999681711196899,530.063836812973,416.7583963871002,0.999731719493866,572.1545902192593,452.65849328041077,0.9987301826477051,352.12667536735535,436.8592792749405,0.9999971389770508,286.8276319503784,557.066612124443,0.31277841329574585
88,615.2203924655914,502.4858949184418,0.9999164342880249,529.6430132389069,416.8068470954895,0.9960159063339233,542.7281723022461,503.90046072006226,0.9885474443435669,351.76004695892334,437.9047372341156,0.9999960660934448,284.5993118286133,558.9314959049225,0.4276539981365204
89,615.3678796291351,506.82498824596405,0.999807596206665,532.2949840426445,417.56352949142456,0.9999139904975891,573.5450158119202,451.7286904454231,0.9990072250366211,351.3949065208435,438.47256541252136,0.9999949932098389,341.85137462615967,437.561407327652,0.08257374167442322
90,612.5634770989418,495.84236907958984,0.9999989867210388,529.7834944725037,417.7245318889618,0.9997562170028687,542.0539193153381,504.65829706192017,0.9994874596595764,352.1194016933441,436.48744308948517,0.9999967217445374,351.2119679450989,434.9240198135376,0.008841246366500854
91,613.846687912941,493.6897974014282,0.9999599456787109,566.663224697113,446.6810579299927,0.98926842212677,540.9236969947815,501.9109534025192,0.9994205236434937,350.50862407684326,437.15017235279083,0.9999638795852661,344.04635524749756,436.072359085083,0.020665913820266724
92,618.9726392030716,495.1613869667053,0.9997281432151794,533.0874111652374,494.31222438812256,0.9978469610214233,562.1503620147705,441.65266132354736,0.9972562789916992,351.9070062637329,437.9120569229126,0.9999926090240479,344.7058048248291,436.74231338500977,0.01711350679397583
93,621.9219288825989,492.41915130615234,0.9996761083602905,533.3598119020462,418.63596403598785,0.9998756647109985,538.1367732286453,497.1926074028015,0.9981457591056824,350.12008714675903,438.2869145870209,0.999947726726532,850.1260019540787,408.8951654434204,0.34556716680526733
94,627.0689762830734,494.2108750343323,0.9999499320983887,530.9174473285675,415.76298904418945,0.9901363849639893,548.0971131399274,500.6994605064392,0.9999101161956787,350.4566402435303,436.92008197307587,0.9999860525131226,344.068097114563,435.495409488678,0.02725452184677124
95,634.2280917167664,491.0784674882889,0.9997737407684326,531.2776120901108,417.27249026298523,0.9999729990959167,558.4709429740906,502.9001669883728,0.9992110729217529,350.8429636955261,435.7966795414686,0.9999947547912598,344.78111457824707,434.14002084732056,0.009189367294311523
96,646.0576136112213,492.1643114387989,0.9996910691261292,587.0797890424728,448.74254417419434,0.9999111890792847,568.8777799606323,504.2242250442505,0.9998657703399658,350.0401802062988,434.0122289657593,0.9999955892562866,688.3785572052002,821.6120247840881,0.04127207398414612
97,651.2976098656654,490.46075201034546,0.9996802806854248,595.3492794632912,449.7643868923187,0.999993085861206,576.9501304626465,507.00497978925705,0.9999914169311523,354.07851362228394,434.486434340477,0.999999463558197,288.97631311416626,552.6275086402893,0.006995052099227905
